challengemode.missingstar.titlle,You are missing,あなたは迷子です,Вам не хватает,你缺少,Il vous manque,Ihnen fehlt,놓쳤습니다,,
challengemode.missingstar.titlle2,to unlock this box,このボックスのロックを解除するには,чтобы разблокировать эту коробку,来解锁这个箱子,pour ouvrir cette boîte,um diese Box zu entsperren,이 상자의 잠금해제,,
challengemode.missingstar.message,Get more stars from the earlier levels,以前のレベルからもっとたくさん星を取得します,Получите больше звезд с более ранних уровней,从更早的级别中获取更多星星,Obtenez plus d'étoiles des niveaux précédents,Erhalten Sie mehr Sterne in den vorherigen Levels,이전 레벨에서 더 많은 별을 얻으십시오,,
challengemode.missingstar.unlockbox,Unlock box,ボックスのロックを解除,Разблокировать коробку,解锁箱子,Ouvrir la boîte,Box freischalten,상자 잠금 해제,,
challengemode.missingstar.unlockall,Unlock all,すべてのロックを解除,Разблокировать все,解锁全部,Tout ouvrir,Alle freischalten,모두 잠금 해제,,
challengemode.boxlisting.unlockall,Unlock all,すべてのロックを解除,Разблокировать все,解锁全部,Tout ouvrir,Alle freischalten,모두 잠금 해제,,
boxitem.unlockboxnow,Unlock the box now,今すぐボックスのロックを解除,Разблокируйте коробку сейчас,立即解锁箱子,Ouvrez la boîte maintenant,Die Box jetzt freischalten,지금 상자 잠금 해제,,
boxitem.comingsoon,Coming Soon,近日公開,Скоро будет,即将推出,À venir,Demnächst,출시 예정,,
boxitem.carton,Carton Box,カートンボックス,Картонная коробка,纸箱,Boîte en carton,Karton-Box,판지 상자,,
boxitem.silver,Silver Box,シルバーボックス,Серебряная коробка,银箱,Boîte en argent,Silber-Box,실버 상자,,
boxitem.golden,Golden Box,ゴールデンボックス,Золотая коробка,金箱,Boîte dorée,Gold-Box,황금 상자,,
boxitem.diamond,Diamond Box,ダイヤモンドボックス,Алмазная коробка,钻石箱,Boîte en diamant,Diamant-Box,다이아몬드 상자,,
boxitem.pearl,Pearl Box,パールボックス,Жемчужная коробка,珍珠箱,Boîte en perles,Perlen-Box,진주 상자,,
boxitem.emerald,Emerald Box,エメラルドボックス,Изумрудная коробка,翡翠箱,Boîte en émeraude,Smaragd-Box,에메랄드 상자,,
challengemode.unlock_description,Play {0} games to unlock Challenge Mode,{0}つのゲームをプレイすればチャレンジモードのロックを解除,"Сыграйте в {0} игр, чтобы разблокировать режим испытаний",玩{0}场游戏以解锁挑战模式,Jouez à {0} jeux pour déverrouiller le mode Défi,"Spiele {0} Spiele, um den Challenge-Modus zu aktivieren",{0}개의 게임을 플레이하여 챌린지 모드를 잠금 해제하세요,,
story_detail_preview.chapter_1.opening_question,How to get the watermelon?,スイカを取得する方法は？,Как получить арбуз?,如何获得的西瓜？,Comment obtenir la pastèque ?,Wie bekommt man die Wassermelone?,수박을 얻는 방법?,,
story_detail_preview.chapter_1.opening_answer_b,Buy one,1 つ購入,Купить один,买一个,Achète-en un,Eins kaufen,하나 구입하세요,,
story_detail_preview.chapter_1.opening_answer_a,Grow from seeds,種から育つ,Вырастить из семян,从种子长起,Cultiver à partir de graines,Aus Samen wachsen,씨앗을 심고 키우세요,,
story_detail_preview.chapter_1.option_a.question,How to water it? ,どうやって水をやりますか？,Как поливать?,怎么浇水？,Comment l'arroser ?,Wie bewässert man es?,어떻게 물을 주냐고요?,,
story_detail_preview.chapter_1.option_a.option_a,Clean water,きれいな水,чистую воду,干净的水,l'eau propre,sauberes Wasser, 깨끗한 물을,,
story_detail_preview.chapter_1.option_a.option_b,Pee on it!!,おしっこ！,Писайте на него!!,撒尿吧！！,Pipi dessus !!,Pipi drauf!!,그냥 오줌을 누세요!!,,
story_detail_preview.chapter_1.option_a.option_b.question,How to fight?,戦う方法は？,Как бороться?,怎么打？,Comment se battre ?,Wie man kämpft?,싸우는 방법?,,
story_detail_preview.chapter_1.option_a.option_b.option_a,Yuki the turtle ,カメのユキ,Юки черепаха,乌龟由岐,Yuki la tortue,Yuki die Schildkröte,거북이 유키,,
story_detail_preview.chapter_1.option_a.option_b.option_b,Clean water,きれいな水,чистую воду,干净的水,l'eau propre,sauberes Wasser, 깨끗한 물을,,
story_detail_preview.chapter_1.option_b.question,What to do next?,次はどうする？,Что делать дальше?,接下来做什么？,Que faire ensuite?,Was macht man als nächstes?,다음에 무엇을할지?,,
story_detail_preview.chapter_1.option_b.option_a,Start working,働き始める,Начинайте работать,开始工作,Commencer à travailler,Beginnen Sie zu arbeiten,작업 시작,,
story_detail_preview.chapter_1.option_b.option_b,Take a break,休憩,Сделайте перерыв,休息一下,Prendre une pause,Machen Sie eine Pause,휴식,,
story_detail_preview.chapter_1.option_b.option_a.question,What next?,次は何？,Что дальше?,接下来是什么？,Et ensuite ?,Was als nächstes?,다음은?,,
story_detail_preview.chapter_1.option_b.option_a.option_a,Keep waiting,待ち続ける,Продолжайте ждать,继续等待,Faire attendre,Warten Sie noch,계속 기다리세요,,
story_detail_preview.chapter_1.option_b.option_a.option_b,Use Telecatport ,Telecatport を使用,Использовать Telecatport,使用 Telecatport,Utiliser Telecatport,Verwenden Sie Telecatport,텔레캣포트 사용,,
story_detail_preview.chapter_1.option_b.option_b.question,What next?,次は何？,Что дальше?,接下来是什么？,Et ensuite ?,Was als nächstes?,다음은?,,
story_detail_preview.chapter_1.option_b.option_b.option_a,Take a nap ,昼寝,Вздремнуть,打盹儿,Faire une sieste,Machen Sie ein Nickerchen,낮잠 자기,,
story_detail_preview.chapter_1.option_b.option_b.option_b,Start working,働き始める,Начинайте работать,开始工作,Commencer à travailler,Beginnen Sie zu arbeiten,작업 시작,,
gameover.lettryagain,Let's try it again,もう一度やってみましょう,Давай попробуем еще раз,让我们再试一次,Essayons à nouveau,Versuchen wir es nochmal,다시 시도하자,,
message.to_unlock,to unlock,ロックを解除するには,чтобы разблокировать,来解锁,pour ouvrir,um entsperren, 잠금해제,,
message.unlock,Unlock,解除する,Разблокировать,解锁,Ouvrir,freischalten,잠금 해제,,
unlock_booster_at_rank,Unlock after {0} games,ロックを解除するために{0}つのゲームをプレイする,"Сыграйте в {0} игру, чтобы разблокировать",玩{0}个游戏解锁,Jouez à {0} jeux pour débloquer,Spiele {0} Spiele zum Entsperren,잠금 해제하려면 게임 {0}개를 플레이하세요.,,
unlock_booster_at_rank_singular,Unlock after {0} games,ロックを解除するために{0}つのゲームをプレイする,"Сыграйте в {0} игру, чтобы разблокировать",玩{0}个游戏解锁,Jouez à {0} jeux pour débloquer,Spiele {0} Spiele zum Entsperren,잠금 해제하려면 게임 {0}개를 플레이하세요.,,
ad_boost.button_watch_ad,Watch ad,広告を見る,Посмотрите рекламу,观看广告,Regardez l'annonce,Anzeige ansehen,레벨을 건너뛰려면,,
ad_boost.title,AD BOOST,広告ブースト,БУСТ ЗА РЕКЛАМУ,广告助推,BOOST DE PUBLICITÉ,WERBEBOOST,광고 부스트,,
ad_boost.desc,Watch a short video to temporarily increase Silver Fishes reward and Haru Stories production for <color=#4A2A14>4 hours,短いビデオを見て、シルバーフィッシュの報酬とハルストーリーの生産を <color=#4A2A14>4時間</color>一時的に増やします,"Посмотрите короткое видео, чтобы временно увеличить кол-во наградных Серебряных рыбок и возможность создания историй Хару на <color=#4A2A14>4 часа.",观看短片以暂时增加银鱼奖励和哈鲁故事产量<color=#4A2A14> 持续4</color>小时,Regardez une courte vidéo pour augmenter temporairement la récompense des Poissons d'argent et la production d'histoires de Haru pendant <color=#4A2A14>4 heures,Sieh dir ein kurzes Video an und erhöhe für <color=#4A2A14>4 Stunden die Belohnung für Silberfische und die Produktion von Haru-Geschichten.,짧은 동영상을 시청하고 <color=#4A2A14>4시간</color> 동안 실버 피시 보상 및 하루 스토리 제작을 일시적으로 늘리세요,,
ad_boost.remaining_ad_boost_message,Watch up to <color=#4A2A14>{0}</color> more times,さらに<color=#4A2A14>{0}</color>回まで見守る,Смотрите до<color=#4A2A14>{0}</color> больше раз,再多观看<color=#4A2A14>{0}</color>次,Visionnez jusqu'à<color=#4A2A14>{0}</color> plus de fois,Bis zu <color=#4A2A14>{0}</color> weitere Male ansehen,최대 <color=#4A2A14>{0}</color>의 더 많은 시간 시청,,
story.missing_silver.desc,You don't have enough silver fishes!!!,十分な銀の魚を持っていません！,Вам не хватает серебряных рыбок!!!,你没有足够的银鱼！！！,Vous n'avez pas assez de poissons d'argent !!!,Du hast nicht genug Silberfische!!!,실버 피시가 충분하지 않습니다!!!,,
story.missing_silver.title,NOT ENOUGH SILVER FISHES?,銀の魚が足りませんか？,СЕРЕБРЯНЫХ РЫБОК НЕДОСТАТОЧНО?,没有足够的银鱼？,PAS ASSEZ DE POISSONS D'ARGENT ?,NICHT GENUG SILBERFISCHE?,실버 피시가 부족합니까?,,
story.missing_silver.buy_missing,Buy missing,なくなった分を購入,Купите недостающих,购买缺失,Achetez ceux qui manquent,Fehlende kaufen,누락 구매,,
claim_reward_pickup.title,REWARD PICKUP,報酬ピックアップ,ВЫБОР НАГРАДЫ,奖励收集,REMISE DES RÉCOMPENSES,BELOHNUNG ABHOLEN,보상 수령,,
claim_reward_pickup.desc,Maximum production \n reward time: <color=#4A2A14>48 hours</color>,最大生産\n報酬時間: <color=#4A2A14>48時間</color>,Максимальное наградное \nвремя создания: <color=#4A2A14>48 часов</color>,最大产量\n奖励时间：<color=#4A2A14>48 小时</color>,Temps de récompense de production maximale \n : <color=#4A2A14>48 heures</color>,Maximale Belohnungszeit \n für die Produktion: <color=#4A2A14>48 Stunden</color>,최대 제작 \n 보상 시간: <color=#4A2A14>48시간</color>,,
popup_remove_ads.title,REMOVE ADS?,広告の削除?,УБРАТЬ РЕКЛАМУ?,移除广告?,SUPPRIMER LES ANNONCES?,WERBUNG ENTFERNEN?,광고 제거?,,
popup_remove_ads.description,Only apply for banner at the bottom and full ads between game. Gift block and lucky spin are optional.,下部のバナーとゲーム間の完全な広告にのみ適用してください。ギフトブロックとラッキースピンはオプションです。,Подайте заявку только на баннер внизу и полную рекламу между играми. Блок подарков и счастливый спин не являются обязательными.,只适用于底部横幅和游戏之间的完整广告。礼品块和幸运旋转是可选的。,Ne demandez que la bannière en bas et les annonces complètes entre les parties. Le bloc cadeau et la rotation chanceuse sont facultatifs.,Beantragen Sie nur das Banner unten und die vollständigen Anzeigen zwischen den Spielen. Geschenkblock und Lucky Spin sind optional.,하단의 배너와 게임 사이의 전체 광고 만 신청하세요. 선물 블록과 럭키 스핀은 선택 사항입니다.,,
yes,Yes,はい,да,是的,Oui,да,예,,
choose_your_own_story,Choose your own stories,自分のストーリーを選ぶ,Выбери свою историю,选择你自己的故事,Choisissez votre propre histoire,Wähle deine eigene Geschichte,나만의 스토리를 선택하세요,,
fast_forward,Fast forward,早送り,Перемотка вперед,快进,Avance rapide,Schneller Vorlauf,빨리 감기,,
pop_up_pause_title,RESTART THE GAME?,ゲームを再開しますか？,ПЕРЕЗАГРУЗИТЬ ИГРУ?,重新开始游戏？,RECOMMENCER LE JEU?,SPIEL NEUSTARTEN?,게임을 다시 시작하시겠습니까?,,
pop_up_pause_description,Your current game progress will be lost. Are you sure? ,現在のゲームの進行状況は失われます。本当によろしいですか？,Ваш текущий прогресс в игре будет потерян. Вы уверены?,您当前的游戏进度将会丢失。您确定吗？,Votre progression dans le jeu sera perdue. Êtes-vous sûr?,Ihr aktueller Spielfortschritt geht verloren. Sind Sie sicher?,현재 게임 진행 상황이 손실됩니다. 확실합니까?,,
remove_ads_banner_title_1,Great Play! Big Discount,素晴らしいプレイ！大幅割引,Отличная игра! Большая скидка,精彩表现！大折扣,Belle partie! Grande réduction,Tolle Leistung! Großer Rabatt,훌륭한 플레이! 큰 할인,,
remove_ads_banner_title_2,REMOVE ADS,広告を削除,УДАЛИТЬ РЕКЛАМУ,移除广告,SUPPRIMER LES PUBS,WERBUNG ENTFERNEN,광고 제거,,
remove_ads_banner_description,Remove banner ads and full screen ads between games. Optional ads that offer rewards will remain available. ,ゲーム間のバナー広告とフルスクリーン広告を削除します。報酬を提供するオプションの広告は引き続き利用可能です。,"Удалите баннеры и полноэкранную рекламу между играми. Дополнительная реклама, предлагающая награды, останется доступной.",移除游戏间的横幅广告和全屏广告。提供奖励的可选广告将继续可用。,Supprimez les publicités bannières et les publicités plein écran entre les jeux. Les publicités optionnelles offrant des récompenses resteront disponibles.,"Entfernen Sie Bannerwerbung und Vollbildwerbung zwischen Spielen. Optionale Werbung, die Belohnungen bietet, bleibt verfügbar.",게임 사이에 배너 광고와 전체 화면 광고를 제거합니다. 보상을 제공하는 선택적 광고는 계속 제공됩니다.,,
pop_up_purchase_title,PURCHASE,購入する,ПОКУПКА,购买,ACHETER,KAUFEN,구매,,
pop_up_purchase_description_1,Successful!,成功！,Успешно!,成功！,Réussi!,Erfolgreich!,성공!,,
pop_up_purchase_description_2,Failed!,失敗！,Не удалось!,失败！,Échec!,Fehlgeschlagen!,실패!,,
pop_up_shop_special_package,Special Package,特別パッケージ,Специальный пакет,特别套餐,Forfait Spécial,Spezialpaket,특별 패키지,,
pop_up_shop_special_package_uppercase,SPECIAL PACKAGE,特別パッケージ,Специальный пакет,特别套餐,Forfait Spécial,Spezialpaket,특별 패키지,,
pop_up_shop_haru_gift,Haru's Gift ,Haru のギフト,Подарок Haru,Haru的礼物,Cadeau de Haru,Harus Geschenk,Haru의 선물,,
pop_up_shop_remove_ads,REMOVE ADS,広告を削除する,УДАЛИТЬ РЕКЛАМУ,移除广告,SUPPRIMER LES PUBS,WERBUNG ENTFERNEN,광고 제거,,
pop_up_shop_remove_ads_description,Remove banner ads and full screen ads between games. Optional ads that offer rewards will remain available. ,ゲーム間のバナー広告とフルスクリーン広告を削除します。報酬を提供するオプショナル広告は引き続き利用可能です。,"Удалите баннеры и полноэкранную рекламу между играми. Дополнительная реклама, предлагающая награды, останется доступной.",移除游戏间的横幅广告和全屏广告。提供奖励的可选广告将继续可用。,Supprimez les publicités bannières et les publicités plein écran entre les jeux. Les publicités optionnelles offrant des récompenses resteront disponibles.,"Entfernen Sie Bannerwerbung und Vollbildwerbung zwischen Spielen. Optionale Werbung, die Belohnungen bietet, bleibt verfügbar.",게임 사이에 배너 광고와 전체 화면 광고를 제거합니다. 보상을 제공하는 선택적 광고는 계속 제공됩니다.,,
pop_up_shop_7_days_bundle,7-days Bundle,7日間バンドル,Набор на 7 дней,7天捆绑,Offre de 7 jours,7-Tage-Paket,7일 번들,,
pop_up_shop_activate,Activate,アクティベート,Активировать,激活,Activer,Aktivieren,활성화,,
pop_up_shop_haru_treasure,Haru's Treasure,Haru のトレジャー,Сокровище Haru,Haru的宝藏,Trésor de Haru,Harus Schatz,Haru의 보물,,
pop_up_shop_membership,MEMBERSHIP,メンバーシップ,ЧЛЕНСТВО,会员资格,ADHÉSION,MITGLIEDSCHAFT,멤버십,,
pop_up_shop_membership_content_row_1,Boosters and 50 Gold daily,ブースターと毎日50ゴールド,Бустеры и 50 золота ежедневно,每日提供助推器和50金币,Boosters et 50 or quotidien,Booster und täglich 50 Gold,부스터와 매일 50골드,,
pop_up_shop_membership_content_row_2,Remove all in-app advertising,アプリ内広告を全て削除,Удалить всю рекламу в приложении,移除所有应用内广告,Supprimer toutes les publicités dans l'application,Alle In-App-Werbung entfernen,앱 내 모든 광고 제거,,
pop_up_shop_membership_description,"A 7-day weekly subscription is available for $3.99 per week. Payment will be charged to the user’s iTunes or Google account upon purchase confirmation. The subscription automatically renews each week unless auto-renew is disabled at least 24 hours before the current period ends. If not turned off, the user’s account will be charged for renewal. Users can manage their subscriptions and turn off auto-renewal by accessing their iTunes Account Settings or Google Play Settings post-purchase. For more details, please see our Terms of Use and Privacy Policy",週額$3.99で7日間の定期購読が利用可能です。購入確認時にユーザーのiTunesまたはGoogleアカウントに料金が請求されます。自動更新は現在の期間終了の少なくとも24時間前に自動更新を無効にしない限り、毎週自動的に更新されます。オフにされていない場合、ユーザーのアカウントに更新料が請求されます。ユーザーは購入後にiTunesアカウント設定またはGoogle Play設定を通じて自動更新をオフにすることができます。,"Доступна недельная подписка за $3.99 в неделю. Оплата будет списана с аккаунта пользователя в iTunes или Google после подтверждения покупки. Подписка автоматически продлевается каждую неделю, если автообновление не отключено за 24 часа до окончания текущего периода. Если отключение не произойдет, с аккаунта пользователя будет взиматься плата за продление. Пользователи могут управлять своими подписками и отключать автообновление, обратившись в настройки аккаунта iTunes или Google Play после покупки. Для получения дополнительной информации см. наши Условия использования и Политику конфиденциальности.",提供每周3.99美元的7天订阅。购买确认后，费用将从用户的iTunes或Google账户扣除。除非至少在当前期间结束前24小时关闭自动续订，否则订阅将每周自动续订。如果未关闭，将向用户账户收取续订费用。用户可以在购买后访问他们的iTunes账户设置或Google Play设置来管理他们的订阅并关闭自动续订。更多详情，请查看我们的使用条款和隐私政策。,"Un abonnement hebdomadaire de 7 jours est disponible pour 3,99 $ par semaine. Le paiement sera débité sur le compte iTunes ou Google de l'utilisateur lors de la confirmation de l'achat. L'abonnement se renouvelle automatiquement chaque semaine, sauf si l'auto-renouvellement est désactivé au moins 24 heures avant la fin de la période en cours. Si non désactivé, le compte de l'utilisateur sera débité pour le renouvellement. Les utilisateurs peuvent gérer leurs abonnements et désactiver l'auto-renouvellement en accédant aux paramètres de leur compte iTunes ou Google Play après l'achat.","Ein 7-tägiges Wochenabonnement ist für $3,99 pro Woche verfügbar. Die Zahlung wird nach Kaufbestätigung dem iTunes- oder Google-Konto des Benutzers belastet. Das Abonnement wird jede Woche automatisch erneuert, es sei denn, die automatische Erneuerung wird mindestens 24 Stunden vor Ende des aktuellen Zeitraums deaktiviert. Wenn sie nicht deaktiviert wird, wird das Konto des Benutzers zur Erneuerung belastet. Benutzer können ihre Abonnements verwalten und die automatische Erneuerung durch Zugriff auf die iTunes-Kontoeinstellungen oder die Google Play-Einstellungen nach dem Kauf ausschalten. Weitere Details finden Sie in unseren Nutzungsbedingungen und Datenschutzrichtlinien.",주당 $3.99에 7일간의 주간 구독이 가능합니다. 구매 확인 시 사용자의 iTunes 또는 Google 계정으로 요금이 청구됩니다. 구독은 현재 기간이 끝나기 최소 24시간 전에 자동 갱신을 비활성화하지 않는 한 매주 자동으로 갱신됩니다. 비활성화되지 않으면 사용자 계정에 갱신 요금이 청구됩니다. 사용자는 구매 후 iTunes 계정 설정이나 Google Play 설정을 통해 구독을 관리하고 자동 갱신을 해제할 수 있습니다. 자세한 내용은 이용 약관 및 개인정보 보호정책을 참조하십시오.,,
pop_up_shop_membership_privacy_policy,Privacy Policy,プライバシーポリシー,Политика конфиденциальности,隐私政策,Politique de Confidentialité,Datenschutzrichtlinie,개인정보 보호정책,,
pop_up_shop_membership_term_of_use,Term of Use,利用規約,Условия использования,使用条款,Conditions d'Utilisation,Nutzungsbedingungen,이용 약관,,
popup_continue_title,CONTINUE?,続けますか？,ПРОДОЛЖИТЬ?,继续？,CONTINUER?,FORTFAHREN?,계속하시겠습니까?,,
popup_continue_score,SCORE,スコア,ОЧКИ,得分,SCORE,PUNKTZAHL,점수,,
popup_continue_watch,Watch,見る,Смотреть,观看,Regarder,Anschauen,보기,,
popup_continue_description,Heads up! This is your last chance to continue with gold,注意！これが金を使って続ける最後のチャンスです,Внимание! Это ваш последний шанс продолжить с золотом,注意！这是您用金币继续的最后机会,Attention! C'est votre dernière chance de continuer avec de l'or,"Achtung! Dies ist Ihre letzte Chance, mit Gold fortzufahren",주의! 이것은 금으로 계속할 수 있는 마지막 기회입니다.,,
game_over_your_score,YOUR SCORE,あなたのスコア,ВАШ СЧЕТ,您的得分,VOTRE SCORE,DEINE PUNKTZAHL,당신의 점수,,
game_over_new_best_score,NEW BEST SCORE,新最高スコア,НОВЫЙ РЕКОРД,新最高分,NOUVEAU MEILLEUR SCORE,NEUER BESTWERT,새로운 최고 점수,,
game_over_best,BEST ,最高,ЛУЧШИЙ,最佳,MEILLEUR,BESTE,최고,,
rank_up_reward_title,RANK UP REWARD!,ランクアップ報酬！,НАГРАДА ЗА ПОВЫШЕНИЕ РАНГА!,升级奖励！,RÉCOMPENSE DE MONTÉE EN GRADE!,AUFSTIEGSBELOHNUNG!,등급 상승 보상!,,
choose_starting_level,CHOOSE STARTING LEVEL,開始レベルを選択,ВЫБРАТЬ НАЧАЛЬНЫЙ УРОВЕНЬ,选择起始等级,CHOISIR LE NIVEAU DE DÉPART,AUSGANGSLEVEL WÄHLEN,시작 레벨 선택,,
popup_interstitial_ad_title,AD LOADING AFTER THIS!,この後広告が読み込まれます！,ПОСЛЕ ЭТОГО ИДЕТ ЗАГРУЗКА РЕКЛАМЫ!,此后将加载广告！,CHARGEMENT DE PUB APRÈS CELA!,NACH DIESEM WIRD WERBUNG GELADEN!,이후 광고가 로드됩니다!,,
popup_interstitial_ad_description,Ads help us keep the game free for everyone. ,広告がゲームを皆さんに無料で提供する手助けとなります。,Реклама помогает нам предоставлять игру бесплатно для всех.,广告帮助我们为所有人免费提供游戏。,Les publicités nous aident à garder le jeu gratuit pour tous.,"Werbung hilft uns, das Spiel für alle kostenlos zu halten.",광고는 모든 사람을 위해 게임을 무료로 유지하는 데 도움이 됩니다.,,
popup_interstitial_ad_continue,Continue,続ける,Продолжить,继续,Continuer,Weiter,계속,,
popup_interstitial_ad_skip,Skip,スキップ,Пропустить,跳过,Passer,Überspringen,건너뛰기,,
popup_interstitial_ad_thank_for_your_support!,THANK FOR YOUR SUPPORT!,ご支援ありがとうございます！,СПАСИБО ЗА ВАШУ ПОДДЕРЖКУ!,感谢您的支持！,MERCI POUR VOTRE SOUTIEN!,DANKE FÜR IHRE UNTERSTÜTZUNG!,지원해 주셔서 감사합니다!,,
popup_interstitial_ad_watch_3_for_reward,Watch 3 for Reward,報酬のために3回視聴する,Смотреть 3 раза для получения награды,观看3次以获得奖励,Regardez 3 pour une récompense,3 anschauen für eine Belohnung,보상을 위해 3회 시청,,
popup_interstitial_ad_daily_cap,Daily Cap ,日次上限,Ежедневный лимит,每日上限,Plafond quotidien,Tageslimit,일일 상한,,
popup_interstitial_ad_claim,Claim,クレーム,Забрать,申领,Réclamer,Beanspruchen,청구,,
lucky_draw_play,Play,プレイ,Играть,玩,Jouer,Spielen,플레이,,
your_reward,YOUR REWARD!,あなたの報酬！,ВАША НАГРАДА!,您的奖励！,VOTRE RÉCOMPENSE!,DEINE BELOHNUNG!,당신의 보상!,,
daily_rewards_title,DAILY REWARDS,毎日の報酬,ЕЖЕДНЕВНЫЕ НАГРАДЫ,每日奖励,RÉCOMPENSES QUOTIDIENNES,TÄGLICHE BELOHNUNGEN,일일 보상,,
daily_rewards_countdown,Next Reward in {0}:{1}:{2},次の報酬まで {0}:{1}:{2},Следующая награда через {0}:{1}:{2},下一个奖励在 {0}:{1}:{2},Prochaine récompense dans {0}:{1}:{2},Nächste Belohnung in {0}:{1}:{2},다음 보상까지 {0}:{1}:{2},,
playground_title,HARU'S PLAYGROUND,Haru のプレイグラウンド,ИГРОВАЯ ПЛОЩАДКА Haru,Haru的游乐场,AIRE DE JEU DE HARU,HARUS SPIELPLATZ,Haru의 놀이터,,
playground_card_collection,CARD COLLECTION,カードコレクション,КОЛЛЕКЦИЯ КАРТ,卡片收集,COLLECTION DE CARTES,KARTENSAMMLUNG,카드 컬렉션,,
playground_challenge,CHALLENGE,チャレンジ,ВЫЗОВ,挑战,DÉFI,HERAUSFORDERUNG,도전,,
playground_story,STORY,ストーリー,ИСТОРИЯ,故事,HISTOIRE,GESCHICHTE,이야기,,
gacha_tap_to_continue,Tap to Continue,続けるためにタップ,"Нажмите, чтобы продолжить",点击继续,Tapez pour continuer,"Tippen, um fortzufahren",계속하려면 탭하세요,,
pop_up_lighting_booster,Clearing a block and the nearby cats,ブロックと近くの猫をクリアする,Очистка блока и близлежащих кошек,清除一个方块及其附近的猫咪,Éliminer un bloc et les chats à proximité,Ein Block und die in der Nähe befindlichen Katzen löschen,블록과 근처의 고양이들을 청소합니다,,
pop_up_scratching_booster,Randomly clear all cat blocks of the same color ,同じ色のすべての猫ブロックをランダムにクリア,Случайная очистка всех блоков кошек одного цвета,随机清除同一颜色的所有猫块,Éliminer aléatoirement tous les blocs de chats de la même couleur,Zufällig alle Katzenblöcke derselben Farbe löschen,같은 색의 모든 고양이 블록을 무작위로 청소합니다,,
pop_up_purring_booster,Break big cats down into little cats,大きな猫を小さな猫に分ける,Разделить больших кошек на маленьких,把大猫分解成小猫,Transformer les gros chats en petits chats,Große Katzen in kleine Katzen zerlegen,큰 고양이들을 작은 고양이들로 분해합니다,,
notification_permission_title,FANTASTIC!,素晴らしい！,ФАНТАСТИЧЕСКИ!,太棒了！,FANTASTIQUE!,FANTASTISCH!,환상적!,,
notification_permission_description,Haru loves you and has daily tips to keep your brain healthy.\n\nWant to receive them? ,Haru はあなたを愛しており、脳を健康に保つ毎日のヒントがあります。\n\n受け取りますか？,Haru любит вас и имеет ежедневные советы для поддержания здоровья вашего мозга.\n\nХотите их получать?,Haru爱你，并有每日提示来保持你的大脑健康。\n\n你想接收它们吗？,Haru vous aime et a des conseils quotidiens pour garder votre cerveau en bonne santé. Voulez-vous les recevoir ?,"Haru liebt dich und hat tägliche Tipps, um dein Gehirn gesund zu halten. Möchtest du sie erhalten?",Haru가 당신을 사랑하며 뇌 건강을 유지하기 위한 일일 팁이 있습니다.\n\n받으시겠습니까?,,
notification_permission_not_now,"No, not now",今はいいです,Не сейчас,现在不要,Pas maintenant,Nicht jetzt,지금은 아니요,,
popup_rate_us_title_1,ENJOY PLAYING?,楽しんでいますか？,НАСЛАЖДАЕШЬСЯ ИГРОЙ?,玩得开心吗？,ÇA VOUS PLAÎT?,SPIEL MACHT SPAß?,재미있게 하고 있어?,,
popup_rate_us_title_2,MEOWMEOW...,ニャーニャー...,МЯУ-МЯУ...,喵喵...,MIAOUMIAOU...,MIAU...,야옹야옹...,,
popup_rate_us_description_1,Haru understands!\nWe'd love to hear your feedback to make the game even better!,Haru は理解しています！\n\nゲームをさらに良くするためのフィードバックをお聞かせください！,"Haru понимает!\n\nМы бы хотели услышать ваш отзыв, чтобы сделать игру еще лучше!",Haru理解！\n\n我们希望听到您的反馈，以使游戏变得更好！,Haru comprend! \n\nNous aimerions avoir votre avis pour améliorer encore le jeu!,"Haru versteht! \n\nWir würden gerne Ihr Feedback hören, um das Spiel noch besser zu machen!",Haru가 이해합니다!\n\n게임을 더 좋게 만들기 위한 여러분의 피드백을 듣고 싶습니다!,,
popup_rate_us_description_2,Please take a few seconds to rate us. Thank you!,数秒で評価してください。ありがとうございます！,"Пожалуйста, уделите несколько секунд, чтобы оценить нас. Спасибо!",请花几秒钟给我们评分。\n谢谢！,Prenez quelques secondes pour nous évaluer. Merci!,"Bitte nehmen Sie sich ein paar Sekunden Zeit, um uns zu bewerten. Danke!",몇 초만 투자해서 저히를 평가해 주세요. 감사합니다!,,
popup_try_character_title,TRY CHARACTER,キャラクターを試す,Попробуйте персонажа,试用角色,ESSAYER LE PERSONNAGE,CHARAKTER AUSPROBIEREN,캐릭터 시험해 보기,,
watch,Watch,観る,Смотреть,观看,Regarder,Anschauen,보기,,
hidden_redeem_code_success_title,Success! \nYour code has been redeemed,成功！\nあなたのコードが使われました,Успех! \nВаш код был активирован,成功！\n您的代码已兑换,Succès! \nVotre code a été échangé,Erfolg! \nDein Code wurde eingelöst!,성공! \n코드가 사용되었습니다,,
hidden_redeem_code_failure_title,Invalid code. \nPlease check and try again.,無効なコードです。\n確認して再試行してください。,"Неверный код. \nПожалуйста, проверьте и попробуйте снова.",无效代码。\n请检查后再试一次。,Code invalide.\nVeuillez vérifier et réessayer.,Ungültiger Code. \nBitte überprüfen und erneut versuchen.,잘못된 코드입니다. \n확인 후 다시 시도하십시오.,,
redeem,Redeem,引き換える,Обмен,兑换,Échanger,Einlösen,교환,,
no,No,いいえ,Нет,不,Non,Nein,아니오,,
